hotel_name,street,city,state,country,zip,class,price,num_reviews,nr_norm,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,overall_ratingsource
cosmopolitan hotel tribeca,95 west broadway,new york city,ny,USA,10007,3,151,454,10,4.4736842105,3.6973684211,3.8026315789,4.399122807,4.1271929825,4.1
belleclaire hotel,250 west 77th street,new york city,ny,USA,10024,3,125,481,8,4.0390070922,3.7269503546,3.8794326241,4.3439716312,3.9858156028,3.995035461
hotel east houston,151 east houston street,new york city,ny,USA,10002,3,163.75,32,15,4.5161290323,3.4838709677,4.0967741935,4.4516129032,3.7096774194,4.0516129032
the mave,62 madison ave,new york city,ny,USA,10016,3,-1,53,15,4.6041666667,3.75,4.4791666667,4.4375,3.9791666667,4.25
the helmsley park lane,36 central park south,new york city,ny,USA,10019,4,174.25,279,10,3.725,3.38125,3.63125,4.83125,3.43125,3.8
thompson les,190 allen street,new york city,ny,USA,10002,-1,-1,88,10,4.2976190476,3.9761904762,3.8095238095,4.2976190476,3.880952381,4.0523809524
clarion collection the solita soho hotel,159 grand street,new york city,ny,USA,10013,3,152,98,13,4.1578947368,3.649122807,3.7543859649,4.4385964912,3.7543859649,3.950877193
the milburn hotel,242 west 76th street,new york city,ny,USA,10023,1,-1,198,9,3.9183673469,3.8265306122,3.9489795918,4.612244898,4.2857142857,4.1183673469
hotel stanford,43 west 32nd street,new york city,ny,USA,10001,3,128.75,259,9,3.9675324675,3.5584415584,3.7467532468,4.7142857143,4,3.9974025974
soho house new york,29-35 9th avenue,new york city,ny,USA,10014,4,-1,39,10,4.6086956522,4.5652173913,4.0869565217,4.5652173913,3.9565217391,4.3565217391
the pierre,fifth avenue at 61st street,new york city,ny,USA,10021,5,469,64,9,4.7096774194,4.2580645161,4.3870967742,4.8387096774,3.9032258065,4.4193548387
vincci avalon,16 east 32nd street,new york city,ny,USA,10016,4,165,426,10,4.023255814,3.8139534884,3.6046511628,4.4011627907,3.6627906977,3.9011627907
the carlyle a rosewood hotel,35 east 76th street,new york city,ny,USA,10021,5,895,75,14,4.3414634146,3.7317073171,4.0487804878,4.2682926829,3.3658536585,3.9512195122
6 columbus,6 columbus circle,new york city,ny,USA,10019,4,161.75,125,13,4.3714285714,3.8380952381,4.2761904762,4.7428571429,4.0285714286,4.2514285714
the maritime hotel,363 west 16th street,new york city,ny,USA,10011,3,225,76,15,4.5833333333,4.1944444444,4.1944444444,4.6111111111,4.0555555556,4.3277777778
bentley hotel,500 east 62nd street,new york city,ny,USA,10021,4,164,393,8,4.1780821918,3.8812785388,3.7808219178,3.4474885845,3.8356164384,3.8246575342
the sylvan guest house,12 sylvan terrace,new york city,ny,USA,10032,2,-1,11,14,4.3,4,3.9,4,4.2,4.08
hilton club new york,1335 avenue of the americas,new york city,ny,USA,10019,4,431,10,11,4.6,4.4,4.8,4.9,3.6,4.46
hampton inn manhattan times square south,337 west 39th street,new york city,ny,USA,10018,3,139,25,8,4.56,4,3.88,3.84,3.8,4.016
comfort inn manhattan bridge,61-63 chrystie street,new york city,ny,USA,10013,1,-1,21,9,4.5,3.95,3.6,3.8,4.6,4.09
new york marriott east side,525 lexington avenue,new york city,ny,USA,10017,4,220,239,15,4.2074074074,3.8518518519,3.8740740741,4.3925925926,3.5555555556,3.9762962963
w new york the tuscany,120 east 39th street,new york city,ny,USA,10016,4,107,127,14,4.0142857143,3.9714285714,3.9714285714,4.3428571429,3.6285714286,3.9857142857
grand hyatt new york,109 east 42nd street,new york city,ny,USA,10017,4,200.6,335,11,3.9003322259,3.5415282392,3.7873754153,4.7475083056,3.5681063123,3.9089700997
night hotel,132 west 45th street,new york city,ny,USA,10036,-1,-1,230,9,4.0384615385,3.6483516484,3.8351648352,4.6483516484,3.5549450549,3.9450549451
buckingham hotel,101 w 57th st at 6th ave,new york city,ny,USA,10019,5,239.4,181,12,3.7281553398,3.5436893204,3.7281553398,4.6116504854,3.7378640777,3.8699029126
excelsior hotel,45 west 81st street,new york city,ny,USA,10024,3,202.75,329,9,4.1458333333,3.8177083333,3.4479166667,4.53125,3.8541666667,3.959375
60 thompson,60 thompson street,new york city,ny,USA,10012,-1,-1,168,15,4.2195121951,3.6341463415,3.9756097561,4.6341463415,3.3780487805,3.9682926829
the gem hotel chelsea,300 w 22nd st,new york city,ny,USA,10011,3,122,42,14,4.4210526316,3.5,4.0263157895,4.4736842105,4.1842105263,4.1210526316
lafayette house,38 east 4th street,new york city,ny,USA,10003,3,-1,10,15,4.2222222222,4.4444444444,4,4.7777777778,4,4.2888888889
hotel grand union,34 east 32nd street,new york city,ny,USA,10016,4,152,330,10,4.0357142857,3.505952381,3.6964285714,4.5952380952,4.0297619048,3.9726190476
seafarers international house,123 e. 15th st.,new york city,ny,USA,10003,2,120.5,30,15,3.4736842105,3.4736842105,3.5789473684,4.6842105263,4.3157894737,3.9052631579
le parker meridien,118 west 57th street,new york city,ny,USA,10019,4,249.4,580,10,3.9634551495,3.6013289037,3.6644518272,4.4983388704,3.4019933555,3.8259136213
hilton new york,1335 avenue of the americas,new york city,ny,USA,10019,-1,-1,337,14,4.0930232558,3.8737541528,3.5481727575,4.6744186047,3.4485049834,3.9275747508
cooper square hotel,25 cooper square,new york city,ny,USA,10003,4,209,51,14,4.4347826087,3.7826086957,3.7826086957,4.5652173913,3.5652173913,4.0260869565
skyline hotel,725 10th avenue,new york city,ny,USA,10019,3,229,371,14,3.9285714286,3.7912087912,3.4615384615,3.9285714286,3.7307692308,3.7681318681
renaissance new york hotel 57,130 e 57th st,new york city,ny,USA,10022,4,110,49,11,4.2553191489,3.6170212766,3.6595744681,4.5319148936,3.5744680851,3.9276595745
radisson martinique on broadway,49 west 32nd street,new york city,ny,USA,10001,3,155,357,12,3.6981981982,3.3738738739,3.3558558559,4.4684684685,3.3693693694,3.6531531532
bedford hotel,118 east 40th street,new york city,ny,USA,10016,4,135,231,14,3.8108108108,3.6396396396,3.7657657658,4.6396396396,3.8468468468,3.9405405405
travel inn hotel new york,515 w 42nd st,new york city,ny,USA,10036,2,126.2,394,8,3.9572192513,3.5935828877,3.4545454545,4.2406417112,3.9946524064,3.8481283422
the roosevelt hotel,madison ave at 45th st,new york city,ny,USA,10017,4,181.25,347,15,3.634551495,3.2225913621,3.2790697674,4.6411960133,3.5083056478,3.6571428571
murray hill east suites,149 east 39th street,new york city,ny,USA,10016,3,-1,216,11,4.027027027,3.8018018018,3.6126126126,4.4504504505,4.1531531532,4.009009009
stay,157 west 47 street,new york city,ny,USA,10036,-1,-1,138,10,3.9224806202,3.023255814,3.3100775194,4.6589147287,3.3565891473,3.6542635659
gramercy park hotel,2 lexington avenue,new york city,ny,USA,10010,5,299,128,14,4.1559633028,3.8440366972,3.5963302752,4.2293577982,3.2018348624,3.8055045872
intercontinental the barclay new york,111 east 48th street,new york city,ny,USA,10017,4,176,344,13,4.0598006645,3.6644518272,3.6511627907,4.4451827243,3.6378737542,3.8916943522
the shoreham,33 west 55th street,new york city,ny,USA,10019,4,233,210,10,4.1186440678,3.6271186441,3.5338983051,4.4661016949,3.5762711864,3.8644067797
hotel indigo new york city chelsea,127 west 28th street,new york city,ny,USA,10001,-1,-1,6,6,4.5,3.8333333333,3.3333333333,4,3.6666666667,3.8666666667
hotel on rivington,107 rivington st,new york city,ny,USA,10002,4,168,201,9,4.0839694656,4.1908396947,3.8320610687,4.2519083969,3.5572519084,3.9832061069
tudor hotel at the united nations,304 e 42nd st,new york city,ny,USA,10017,-1,-1,272,9,3.8511904762,3.5476190476,3.6011904762,4.0833333333,3.7321428571,3.7630952381
washington jefferson hotel,318 west 51st street,new york city,ny,USA,10019,3,182.25,254,10,4.1884057971,3.2173913043,3.8260869565,4.5217391304,3.6666666667,3.884057971
plaza athenee hotel,37 e 64th st at madison ave,new york city,ny,USA,10021,5,257.75,51,11,4.4333333333,3.8,4.1333333333,4.3333333333,3.5,4.04
comfort inn times square,305 w 39th st,new york city,ny,USA,10018,-1,-1,108,11,4.2222222222,3.8888888889,4.0777777778,4.2888888889,3.9444444444,4.0844444444
beekman tower hotel,3 mitchell place,new york city,ny,USA,10017,3,-1,259,8,3.5131578947,3.3684210526,3.6184210526,3.8618421053,3.6644736842,3.6052631579
holiday inn express new york city times square,343 west 39th street,new york city,ny,USA,10018,3,144,31,11,4.1481481481,3.6296296296,3.5555555556,4.3703703704,3.8148148148,3.9037037037
comfort inn chelsea,18 west 25th street,new york city,ny,USA,10010,2,110,154,13,4.1016949153,3.6610169492,3.6610169492,4.2372881356,3.9152542373,3.9152542373
phillips club,155 west 66th street,new york city,ny,USA,10023,3,-1,12,8,4.5,4.5,4.5,5,4,4.5
hotel deauville,103 east 29th street,new york city,ny,USA,10016,2,-1,133,15,3.9605263158,3.3552631579,4.1052631579,4.4078947368,4.0394736842,3.9736842105
sheraton new york hotel towers,811 7th avenue on 53rd street,new york city,ny,USA,10019,4,281,320,11,3.6279069767,3.3488372093,3.7375415282,4.7275747508,3.5780730897,3.803986711
wolcott hotel,4 west 31st street,new york city,ny,USA,10001,3,215,342,13,3.7290640394,3.4088669951,3.4729064039,4.5123152709,3.8620689655,3.797044335
courtyard new york manhattan fifth avenue,3 east 40th street,new york city,ny,USA,10016,3,155,131,11,4.2714285714,3.6142857143,4.0857142857,4.5857142857,3.7428571429,4.06
four points by sheraton midtown times square,326 west 40th street,new york city,ny,USA,10018,3,146,67,13,4.35,3.9,3.65,3.4333333333,4.1,3.8866666667
park central,870 seventh avenue at 56th street,new york city,ny,USA,10019,4,116.67,345,14,3.4617940199,3.2458471761,3.1328903654,4.5714285714,3.3754152824,3.5574750831
the mansfield,12 west 44th street,new york city,ny,USA,10036,4,166,267,11,4.0642857143,3.3642857143,4.0357142857,4.6357142857,3.6714285714,3.9542857143
loews regency hotel,540 park ave,new york city,ny,USA,10021,4,299,129,10,4.0422535211,3.8873239437,3.9718309859,4.4788732394,3.5633802817,3.9887323944
off soho suites,11 rivington street,new york city,ny,USA,10002,2,175.25,52,9,3.5,3.2142857143,3.6428571429,3.9642857143,3.6785714286,3.6
the premier,133 w 44th st,new york city,ny,USA,10036,4,160.8,13,10,4.625,4.625,4.5,4.25,4.5,4.5
the hotel 91,91 e broadway,new york city,ny,USA,10002,3,180.5,65,9,4.3559322034,3.6440677966,3.7966101695,3.2542372881,4,3.8101694915
hotel st james,109 west 45th street,new york city,ny,USA,10036,2,143.75,465,11,3.5689655172,3,3.3275862069,4.7482758621,3.8172413793,3.6924137931
park 79 hotel,117 west 79th street,new york city,ny,USA,10024,3,-1,269,9,3.9714285714,3.2928571429,3.6928571429,4.3428571429,3.7857142857,3.8171428571
the lombardy,111 east 56th street,new york city,ny,USA,10022,4,319,19,12,4.1666666667,4,3.3333333333,4.4166666667,3.75,3.9333333333
the inn at irving place,56 irving place,new york city,ny,USA,10003,4,335,21,8,4.375,4.25,4.375,4.75,3.5,4.25
the time,224 west 49th street,new york city,ny,USA,10019,4,179,389,13,3.7666666667,3.419047619,3.519047619,4.5904761905,3.5333333333,3.7657142857
3 west club,3 west 51st st,new york city,ny,USA,10019,-1,176,8,8,4.4285714286,4.4285714286,4.4285714286,5,4.7142857143,4.6
the grant hotel,306 w 94th st,new york city,ny,USA,10025,-1,-1,40,15,3.1739130435,3.0434782609,3.2173913043,3.4782608696,3.4782608696,3.2782608696
hotel gansevoort,18 9th avenue,new york city,ny,USA,10014,4,314.5,313,10,4.289017341,4.0924855491,3.7052023121,4.5086705202,3.4393063584,4.0069364162
americana inn,69 west 38th street,new york city,ny,USA,10018,2,220.2,242,8,3.9133858268,3.2992125984,3.6299212598,4.6692913386,3.9527559055,3.8929133858
w new york union square,201 park avenue south,new york city,ny,USA,10003,-1,-1,166,10,4.0754716981,3.8773584906,3.9245283019,4.4716981132,3.2735849057,3.9245283019
doubletree hotel chelsea new york city,128 west 29th street,new york city,ny,USA,10001,3,125,42,12,4.4324324324,3.5945945946,3.8108108108,3.7837837838,3.7027027027,3.8648648649
chelsea savoy hotel,204 west 23rd street,new york city,ny,USA,10011,2,189,92,11,4.125,3.8035714286,3.7142857143,4.625,3.9285714286,4.0392857143
da vinci hotel,244 west 56th street,new york city,ny,USA,10019,2,129,136,11,3.976744186,3.4186046512,3.7441860465,4.7093023256,3.976744186,3.9651162791
best western seaport inn downtown,33 peck slip,new york city,ny,USA,10038,-1,-1,73,8,3.9230769231,3.7435897436,3.5384615385,4.3333333333,3.9743589744,3.9025641026
doubletree metropolitan hotel,569 lexington avenue at east 51st street,new york city,ny,USA,10022,4,133,368,10,3.6843853821,3.3953488372,3.6445182724,4.438538206,3.4518272425,3.722923588
soho grand hotel,310 west broadway,new york city,ny,USA,10013,4,196.5,412,12,3.8709677419,3.3096774194,3.5419354839,4.4064516129,3.0258064516,3.6309677419
four points by sheraton manhattan chelsea,160 west 25th st.,new york city,ny,USA,10011,3,109,227,13,3.8769230769,3.4230769231,3.6,4.0307692308,3.5384615385,3.6938461538
club quarters midtown,40 west 45th street,new york city,ny,USA,10036,4,134,155,11,3.8681318681,3.3406593407,3.1758241758,4.5714285714,3.5604395604,3.7032967033
hotel 99,244 west 99th street,new york city,ny,USA,10025,2,-1,12,13,3.9,3.7,3.5,3.7,4,3.76
duane street hotel,130 duane street,new york city,ny,USA,10013,4,143,44,12,4.3333333333,4.0277777778,3.75,4.2777777778,3.6111111111,4
w new york the court,130 east 39th street,new york city,ny,USA,10016,-1,-1,168,11,3.7387387387,3.5585585586,3.5855855856,4.0540540541,3.4144144144,3.6702702703
dream,210 west 55th street,new york city,ny,USA,10019,-1,-1,326,12,4.0174418605,3.3837209302,3.5581395349,4.4825581395,3.2674418605,3.7418604651
econo lodge times square,302 west 47th street,new york city,ny,USA,10036,2,125,151,9,4.0091743119,3.1559633028,3.8256880734,4.6513761468,3.9357798165,3.9155963303
the manhattan club,200 west 56th street,new york city,ny,USA,10019,4,348.75,149,8,3.978021978,3.6263736264,3.3076923077,4.7032967033,3.5274725275,3.8285714286
comfort inn manhattan,42 west 35th street,new york city,ny,USA,10001,-1,-1,303,15,3.6666666667,3.4066666667,3.76,4.7,3.8066666667,3.868
wellington hotel,871 7th ave at w 55th st,new york city,ny,USA,10019,3,170.75,341,9,3.6544850498,3.1096345515,3.6511627907,4.7707641196,3.7840531561,3.7940199336
embassy suites secaucus medowlands hotel new york,455 plaza drive,new york city,ny,USA,7094,3,144,3,3,4.3333333333,4.3333333333,4.3333333333,4.3333333333,4.6666666667,4.4
flatotel,135 west 52nd street,new york city,ny,USA,10019,1,-1,202,11,3.6194690265,3.5575221239,3.4690265487,4.6194690265,3.5309734513,3.7592920354
moderne hotel,243 west 55th street,new york city,ny,USA,10019,3,-1,146,13,3.6231884058,3.2608695652,3.3768115942,4.4347826087,3.6086956522,3.6608695652
murray hill inn,143 east 30th street,new york city,ny,USA,10016,-1,-1,159,12,4.0909090909,3.4431818182,3.625,4.3636363636,3.9772727273,3.9
thirty thirty hotel,30 east 30th street,new york city,ny,USA,10016,4,-1,362,11,3.5382059801,3.0764119601,3.1827242525,4.1893687708,3.3554817276,3.4684385382
best western convention center hotel,522 west 38th street,new york city,ny,USA,10018,2,-1,119,14,3.7066666667,2.9733333333,3.3733333333,2.72,3.2533333333,3.2053333333
holiday inn midtown 57th st,440 west 57th street,new york city,ny,USA,10019,-1,-1,498,14,3.5083056478,3.2890365449,3.4186046512,4.0465116279,3.6910299003,3.5906976744
comfort inn midtown west convention center,442 w 36th st,new york city,ny,USA,10018,-1,-1,81,14,3.6451612903,3.3548387097,3.6129032258,3.935483871,3.7096774194,3.6516129032
helmsley middletowne hotel,148 e. 48th st.,new york city,ny,USA,10017,-1,-1,208,14,3.3944954128,3.2935779817,3.6422018349,4.2293577982,3.5229357798,3.6165137615
marriott financial center,85 west street,new york city,ny,USA,10006,-1,-1,1,1,5,5,4,4,4,4.4
the gem hotel midtown west,449 w. 36th street,new york city,ny,USA,10018,3,122,65,11,4.1379310345,3.9137931034,3.775862069,3.6206896552,3.8448275862,3.8586206897
city club hotel,55 west 44th street,new york city,ny,USA,10036,4,170,113,10,4.4482758621,3.6896551724,3.8965517241,4.5862068966,3.4655172414,4.0172413793
candlewood suites new york city times square,339 w. 39th street,new york city,ny,USA,10018,3,126.5,20,8,3.8823529412,3.5882352941,3.0588235294,3.5882352941,3.7058823529,3.5647058824
envoy club,377 east 33rd street,new york city,ny,USA,10016,3,-1,83,10,3.7317073171,4.0243902439,3.3414634146,3.7317073171,3.8048780488,3.7268292683
aka united nations,234 east 46th street,new york city,ny,USA,10017,4,-1,7,7,4.2,4.6,4.2,4.4,4,4.28
milford plaza hotel,700 8th avenue,new york city,ny,USA,10036,3,108,348,12,3.2790697674,2.803986711,3.4219269103,4.707641196,3.5315614618,3.5488372093
holiday inn manhattan downtown soho,138 lafayette street,new york city,ny,USA,10013,-1,-1,179,9,3.7448979592,3.3469387755,3.7346938776,3.8979591837,3.5714285714,3.6591836735
la quinta manhattan,17 west 32nd st.,new york city,ny,USA,10001,3,128.75,346,8,3.6436781609,3.2701149425,3.4942528736,4.3793103448,3.7586206897,3.7091954023
empire hotel,44 west 63rd street,new york city,ny,USA,10023,4,135,286,11,4.0537190083,3.4256198347,3.3016528926,4.4256198347,3.1818181818,3.6776859504
carvi hotel new york,155 east 55th street,new york city,ny,USA,10022,3,229,10,15,4.625,4.25,4,4.375,4,4.25
carlton arms,160 east 25th street,new york city,ny,USA,10010,2,111,113,13,3.3333333333,3.126984127,3.3968253968,4.253968254,4.0793650794,3.6380952381
hudson hotel,356 west 58th street,new york city,ny,USA,10019,4,133.25,339,10,3.803986711,2.584717608,3.4518272425,4.3056478405,3.023255814,3.4338870432
woogo central park,240 west 73rd street,new york city,ny,USA,10023,1,-1,163,10,2.9655172414,3.1379310345,2.6206896552,4.2413793103,3.3448275862,3.2620689655
astor on the park,465 central park west,new york city,ny,USA,10025,3,134,343,9,3.8401826484,3.0136986301,3.3835616438,3.3150684932,3.5479452055,3.4200913242
hotel wales,1295 madison avenue,new york city,ny,USA,10128,3,200.2,89,9,3.7450980392,3.4117647059,3.7450980392,4.0392156863,3.2549019608,3.6392156863
dylan hotel,52 east 41st street,new york city,ny,USA,10017,-1,-1,139,10,3.9583333333,3.4722222222,3.7777777778,4.4444444444,3.4444444444,3.8194444444
the helmsley carlton house,680 madison ave.,new york city,ny,USA,10021,-1,-1,7,7,4,3.6666666667,4,4.6666666667,4,4.0666666667
amsterdam court hotel,226 west 50th street,new york city,ny,USA,10019,3,231.6,334,10,3.4233128834,2.773006135,3.2085889571,4.5153374233,3.2576687117,3.4355828221
eurostars wall street,129 front st,new york city,ny,USA,10005,4,164.5,10,8,4,4,3.75,4.625,4.125,4.1
staybridge suites las vegas,-1,las vegas,nv,usa,89118,4,136,113,9,4.8846153846,4.9134615385,4.7211538462,4.2596153846,4.8557692308,4.7269230769
four seasons hotel las vegas,-1,las vegas,nv,usa,89119,5,176,427,11,4.8233215548,4.6148409894,4.6925795053,4.2190812721,4.3392226148,4.5378091873
desert rose resort,-1,las vegas,nv,usa,89119,3,90,325,12,4.6013289037,4.6146179402,4.5481727575,4.4684385382,4.707641196,4.5880398671
signature at mgm grand,-1,las vegas,nv,usa,89109,4,94,324,13,4.7574750831,4.7607973422,4.4551495017,4.1295681063,4.4551495017,4.511627907
skylofts at mgm grand,-1,las vegas,nv,usa,89109,5,989,77,13,4.8636363636,4.8939393939,4.803030303,4.5303030303,4.3787878788,4.6939393939
wingate by wyndham henderson,-1,las vegas,nv,usa,89052,7,-1,33,12,4.7931034483,4.6896551724,4.7586206897,4.275862069,4.6551724138,4.6344827586
marriott s grand chateau,-1,las vegas,nv,usa,89109,3,113,183,10,4.6326530612,4.5782312925,4.3197278912,4.4353741497,4.3197278912,4.4571428571
platinum hotel and spa,-1,las vegas,nv,usa,89169,4,135,347,9,4.6544850498,4.7906976744,4.3322259136,3.9601328904,4.5083056478,4.4491694352
element by westin las vegas summerlin,-1,las vegas,nv,usa,89135,3,144,25,13,4.6956521739,4.652173913,4.3913043478,3.7826086957,4.4782608696,4.4
jw marriott las vegas resort spa golf,-1,las vegas,nv,usa,89145,5,106,388,9,4.6170212766,4.6117021277,4.4095744681,4.0212765957,4.2872340426,4.3893617021
bellagio las vegas,-1,las vegas,nv,usa,89109,5,176,337,11,4.5747508306,4.3222591362,4.1760797342,4.8471760797,3.9700996678,4.3780730897
wynn las vegas,-1,las vegas,nv,usa,89109,5,201,331,11,4.7408637874,4.584717608,4.2093023256,4.2358803987,3.9734219269,4.3488372093
the palazzo resort hotel casino,-1,las vegas,nv,usa,89109,-1,-1,324,11,4.3388704319,4.5681063123,4.0996677741,4.561461794,4.0332225914,4.3202657807
venetian resort hotel casino,-1,las vegas,nv,usa,89109,5,117,339,13,4.5083056478,4.4053156146,3.950166113,4.6279069767,3.926910299,4.2837209302
south point hotel casino and spa,-1,las vegas,nv,usa,89183,4,50,347,8,4.5747508306,4.5083056478,4.0598006645,3.3687707641,4.4983388704,4.2019933555
encore at wynn las vegas,-1,las vegas,nv,usa,89109,5,216,334,10,4.6943521595,4.5282392027,3.9069767442,3.8106312292,3.7641196013,4.1408637874
palms place hotel spa,-1,las vegas,nv,usa,89104,4,99,91,11,4.4137931034,4.724137931,4.2873563218,3.8045977011,4.4367816092,4.3333333333
bill s gamblin hall saloon,-1,las vegas,nv,usa,89109,4,94,340,11,4.2724252492,4.1029900332,4.0664451827,4.9102990033,4.6146179402,4.3933554817
summer bay resorts las vegas desert club,-1,las vegas,nv,usa,89109,-1,-1,32,8,4.5517241379,4.4137931034,4.2068965517,4.275862069,4.5172413793,4.3931034483
the carriage house,-1,las vegas,nv,usa,89109,3,79,194,9,4.4301075269,4.311827957,4.3548387097,4.2580645161,4.5053763441,4.3720430108
holiday inn express hotel and suites las vegas 215 beltway,-1,las vegas,nv,usa,89118,3,115,16,15,4.6923076923,4.6153846154,4.7692307692,4.3846153846,4.7692307692,4.6461538462
mirage hotel casino,-1,las vegas,nv,usa,89109,4,116,327,11,4.4252491694,4.2325581395,4.1295681063,4.780730897,4.1627906977,4.346179402
the orleans hotel casino,-1,las vegas,nv,usa,89103,3,41,349,10,4.1661129568,3.9900332226,4.0033222591,3.4717607973,4.2823920266,3.9827242525
hilton grand vacations suites on the las vegas strip,-1,las vegas,nv,usa,89109,-1,-1,363,13,4.5458167331,4.5059760956,4.2749003984,3.3147410359,4.2390438247,4.1760956175
renaissance las vegas hotel,-1,las vegas,nv,usa,89169,4,106,262,10,4.598540146,4.3795620438,4.3430656934,3.6569343066,4.2189781022,4.2394160584
thehotel at mandalay bay,-1,las vegas,nv,usa,89119,5,121,338,15,4.3122923588,4.415282392,3.9601328904,3.5581395349,3.8571428571,4.0205980066
main street station hotel casino,-1,las vegas,nv,usa,89101,3,31,136,12,4.3924050633,4.1139240506,4.1139240506,3.7974683544,4.5063291139,4.1848101266
hilton grand vacations club at the flamingo las vegas,-1,las vegas,nv,usa,89109,-1,-1,113,9,4.265625,4.21875,4.140625,4.703125,4.328125,4.33125
wyndham grand desert,-1,las vegas,nv,usa,89109,3,-1,281,15,4.4580645161,4.2967741935,4.1032258065,3.7870967742,4.2387096774,4.1767741935
embassy suites hotel convention center paradise road las vegas,-1,las vegas,nv,usa,89109,3,109,127,12,4.2941176471,4.0735294118,4.1029411765,3.7058823529,4.1323529412,4.0617647059
suncoast hotel and casino,-1,las vegas,nv,usa,89145,3,66,161,11,4.4743589744,4.3333333333,4.0384615385,3.7435897436,4.3205128205,4.1820512821
the mansion at mgm grand,-1,las vegas,nv,usa,89109,4,-1,10,12,5,5,5,5,5,5
treasure island ti hotel casino,-1,las vegas,nv,usa,89109,4,42,330,15,4.3953488372,4.1727574751,3.8471760797,4.5581395349,4.1727574751,4.2292358804
golden nugget,-1,las vegas,nv,usa,89101,4,48,332,8,4.2724252492,4.0564784053,3.9833887043,4.0465116279,4.1395348837,4.0996677741
hampton inn suites las vegas west summerlin,-1,las vegas,nv,usa,89147,-1,-1,14,13,4.7692307692,4.6923076923,4.6153846154,3.8461538462,4.4615384615,4.4769230769
red rock casino resort spa,-1,las vegas,nv,usa,89135,5,60,378,14,4.5663082437,4.6093189964,4.0716845878,3.6200716846,3.9713261649,4.1677419355
embassy suites las vegas airport,-1,las vegas,nv,usa,89119,-1,-1,91,13,4.3125,4.265625,4.3125,3.75,4.203125,4.16875
hilton garden inn las vegas strip south,-1,las vegas,nv,usa,89123,3,101,34,15,4.7826086957,4.5217391304,4.347826087,3.6956521739,4.0434782609,4.2782608696
sam s town hotel and gambling hall,-1,las vegas,nv,usa,89122,-1,32,192,13,4.2121212121,3.9797979798,4.1414141414,3.3232323232,4.3939393939,4.0101010101
springhill suites las vegas convention center,-1,las vegas,nv,usa,89109,3,98,5,5,4.75,4.75,4.75,4,4.5,4.55
marriott suites las vegas,-1,las vegas,nv,usa,89109,-1,-1,55,9,4.625,4.475,4.3,3.525,4.25,4.235
mgm grand hotel and casino,-1,las vegas,nv,usa,89109,4,88,339,15,4.3222591362,3.8372093023,3.8106312292,4.0664451827,3.9568106312,3.9986710963
caesars palace classic hotel,-1,las vegas,nv,usa,89109,-1,-1,330,9,4.1794019934,4.0431893688,3.7009966777,4.6644518272,3.5714285714,4.0318936877
holiday inn express las vegas south,-1,las vegas,nv,usa,89118,2,111,110,14,4.5394736842,4.3552631579,4.4210526316,3.8421052632,4.3815789474,4.3078947368
paris las vegas hotel,-1,las vegas,nv,usa,89109,4,59,333,14,4.1926910299,3.8006644518,3.6943521595,4.7508305648,3.8205980066,4.0518272425
tuscany suites casino,-1,las vegas,nv,usa,89107,-1,32,450,15,3.9917355372,3.8016528926,3.5537190083,3.7024793388,3.9380165289,3.7975206612
trump international hotel tower las vegas,-1,las vegas,nv,usa,89109,5,107,315,14,4.3488372093,4.365448505,3.7641196013,3.219269103,3.8803986711,3.9156146179
microtel inn suites las vegas,-1,las vegas,nv,usa,89123,2,58,19,15,4.6315789474,4.2105263158,4.1578947368,3.6315789474,4.3684210526,4.2
la quinta summerlin tech,-1,las vegas,nv,usa,89128,3,89,17,14,4,4.3333333333,4.1666666667,3.6666666667,4.5,4.1333333333
four queens hotel and casino,-1,las vegas,nv,usa,89101,3,42,437,13,4.1180555556,3.8229166667,4.0069444444,4.2986111111,4.2430555556,4.0979166667
cancun resort,-1,las vegas,nv,usa,89123,3,65,164,12,4.1875,3.9166666667,3.7916666667,3.4791666667,3.90625,3.85625
mandalay bay resort casino,-1,las vegas,nv,usa,89119,4,77,332,15,4.2491694352,4.1162790698,3.8139534884,3.3289036545,3.561461794,3.8139534884
new york new york hotel and casino,-1,las vegas,nv,usa,89109,4,52,334,8,4.1029900332,3.6677740864,3.6511627907,4.0166112957,3.7607973422,3.8398671096
homewood suites las vegas airport,-1,las vegas,nv,usa,89119,3,109,23,14,4.5238095238,4.4761904762,4.1428571429,3.7142857143,4.3333333333,4.2380952381
planet hollywood resort casino,-1,las vegas,nv,usa,89109,-1,59,337,8,4.0598006645,3.8438538206,3.6843853821,4.7043189369,3.950166113,4.0485049834
grandview at las vegas,-1,las vegas,nv,usa,89123,3,260,323,10,4.3130434783,4.2130434783,3.7043478261,3.3565217391,4.0869565217,3.9347826087
terrible s hotel casino,-1,las vegas,nv,usa,89109,3,25,237,9,3.7766990291,3.7184466019,3.6796116505,3.4854368932,4.1747572816,3.7669902913
hilton grand vacation suites las vegas convention center,-1,las vegas,nv,usa,89109,3,73,124,14,4.3382352941,4.0588235294,4.2058823529,3.4852941176,4.1029411765,4.0382352941
desert paradise resort,-1,las vegas,nv,usa,89118,3,69,61,8,4.3666666667,4.1666666667,4,3.8,4.2333333333,4.1133333333
